pair_id,order,interest_corr,samerace,match,calls_from_female,calls_from_male,calls_to_female,calls_to_male,female_dec,male_dec,female_id,f_rate_m_attr,f_rate_m_sinc,f_rate_m_intel,f_rate_m_fun,f_rate_m_amb,f_rate_m_shar,f_rate_m_like,f_rate_m_prob,f_rate_m_met_before,f_est_matches,f_age,f_field,f_field_num,f_race,f_imp_race,f_imp_relig,f_goal,f_dat_freq,f_out_freq,f_career,f_career_num,f_like_sports,f_like_tvsports,f_like_exercise,f_like_dining,f_like_museums,f_like_art,f_like_hiking,f_like_gaming,f_like_clubbing,f_like_reading,f_like_tv,f_like_theater,f_like_movies,f_like_concerts,f_like_music,f_like_shopping,f_like_yoga,f_exp_happy,f_pref_attr,f_pref_sinc,f_pref_intel,f_pref_fun,f_pref_amb,f_pref_shar,f_genderpref_attr,f_genderpref_sinc,f_genderpref_intel,f_genderpref_fun,f_genderpref_amb,f_genderpref_shar,f_oppgender_pref_attr,f_oppgender_pref_sinc,f_oppgender_pref_intel,f_oppgender_pref_fun,f_oppgender_pref_amb,f_oppgender_pref_shar,f_rate_self_attr,f_rate_self_sinc,f_rate_self_fun,f_rate_self_intel,f_rate_self_amb,f_avg_attr,f_avg_sinc,f_avg_fun,f_avg_intel,f_avg_amb,f_avg_like,male_id,m_rate_f_attr,m_rate_f_sinc,m_rate_f_intel,m_rate_f_fun,m_rate_f_amb,m_rate_f_shar,m_rate_f_like,m_rate_f_prob,m_rate_f_met_before,m_est_matches,m_age,m_field,m_field_num,m_race,m_imp_race,m_imp_relig,m_goal,m_dat_freq,m_out_freq,m_career,m_career_num,m_like_sports,m_like_tvsports,m_like_exercise,m_like_dining,m_like_museums,m_like_art,m_like_hiking,m_like_gaming,m_like_clubbing,m_like_reading,m_like_tv,m_like_theater,m_like_movies,m_like_concerts,m_like_music,m_like_shopping,m_like_yoga,m_exp_happy,m_pref_attr,m_pref_sinc,m_pref_intel,m_pref_fun,m_pref_amb,m_pref_shar,m_gender_pref_attr,m_gender_pref_sinc,m_gender_pref_intel,m_gender_pref_fun,m_gender_pref_amb,m_gender_pref_shar,m_opp_gender_pref_attr,m_opp_gender_pref_sinc,m_opp_gender_pref_intel,m_opp_gender_pref_fun,m_opp_gender_pref_amb,m_opp_gender_pref_shar,m_rate_self_attr,m_rate_self_sinc,m_rate_self_fun,m_rate_self_intel,m_rate_self_amb,m_avg_attr,m_avg_sinc,m_avg_fun,m_avg_intel,m_avg_amb,m_avg_like
268--293,5,0.06,1,1,0,,9, ,1,1,268,7,8,9,6,9,7,8,5,0,5,24,GS Postbacc PreMed,4,3,1,1,5,6,1,Medicine,4,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,5,30,20,20,10,15,5,30,15,15,15,10,15,30,10,15,20,10,15,9,9,8,9,9,8.5,8.175,8.225,7.525,7.763157895,7.880952381,293,9,8,9,6,6,7,8,7,0,3,28,Business (MBA),8,3,3,7,2,5,2,Pharmaceuticals/Consulting,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,30,15,15,20,10,10,15,25,20,15,15,10,7,10,9,9,9,5.619047619,6.571428571,6.761904762,5.380952381,6.904761905,5.476190476
271--293,12,0.29,0,1,0,,1, ,1,1,271,6,7,6,7,7,6,6,6,0,2,23,Social Work,11,2,10,9,2,4,1,Social Work,11,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,8,10,15,40,15,10,10,30,10,30,10,10,10,30,10,30,10,10,10,9,10,10,9,10,6.523809524,6.05,6.15,6.19047619,5.722222222,5.642857143,293,8,7,6,8,5,7,7,7,0,3,28,Business (MBA),8,3,3,7,2,5,2,Pharmaceuticals/Consulting,7,6,9,7,10,8,7,6,6,8,9,6,9,9,8,8,6,4,6,23,18,21,18,10,10,30,15,15,20,10,10,15,25,20,15,15,10,7,10,9,9,9,5.619047619,6.571428571,6.761904762,5.380952381,6.904761905,5.476190476
297--308,11,0.38,0,1,0,,2, ,1,1,297,5,10,8,7,8,8,6,8,0,9,21,Education- Literacy Specialist,9,2,9,8,2,2,1,Literacy Organization head/ Director of Development for non-profit,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,40,10,10,15,10,15,8,10,9,8,9,7.214285714,7.357142857,6.571428571,6.571428571,6,7.071428571,308,8,9,8,8,6,7,9,4,0,2,27,Cognitive Studies in Education,9,4,7,3,1,7,2,Academia; Research; Teaching,2,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,19,17,18,19,11,16,15,20,20,15,15,15,7,10,8,8,7,5.071428571,8.142857143,8.428571429,5.846153846,7.714285714,6.357142857
301--309,6,0.65,1,1,,0, ,0,1,1,301,6,7,10,5,10,6,6,5,0,4,34,bilingual education,9,2,3,8,2,4,1,professor of education,2,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,40,5,20,20,10,5,9,9,8,9,8,6.142857143,7.5,8.071428571,6.5,7,6.214285714,309,8,10,10,8,10,7,8,8,0,5,32,education,9,2,5,9,3,3,2,curriculum developer,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,7,20,20,20,20,10,10,30,10,15,25,10,10,30,10,15,25,10,10,7,8,9,9,7,6.642857143,8.285714286,8.384615385,7.214285714,7,6.785714286
305--309,4,0.46,0,1,0,0,1,0,1,1,305,7,9,9,8,2,7,8,8,0,5,29,math education,9,4,6,9,1,4,1,teaching/education,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,30,16,14,20,8,12,35,15,8,20,2,20,7,9,8,9,5,6.571428571,7.214285714,7.214285714,5.928571429,6.214285714,5.928571429,309,10,10,10,10,10,5,8,5,0,5,32,education,9,2,5,9,3,3,2,curriculum developer,2,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,7,20,20,20,20,10,10,30,10,15,25,10,10,30,10,15,25,10,10,7,8,9,9,7,6.642857143,8.285714286,8.384615385,7.214285714,7,6.785714286
297--310,7,0.57,1,1,0,,2, ,1,1,297,7,8,9,7,8,7,7,8,0,9,21,Education- Literacy Specialist,9,2,9,8,2,2,1,Literacy Organization head/ Director of Development for non-profit,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,40,10,10,15,10,15,8,10,9,8,9,7.214285714,7.357142857,6.571428571,6.571428571,6,7.071428571,310,9,8,7,8,7,6,8,7,0,2,25,Computer Science,5,2,7,8,1,3,1,?,10,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,6,24,15,20,20,8,13,25,10,18,22,13,12,21,17,16,15,13,18,7,6,8,7,4,6.071428571,6.923076923,7.538461538,4.923076923,5.785714286,4.714285714
301--311,8,0.17,0,1,,, , ,1,1,301,7,8,9,7,9,6,7,6,0,4,34,bilingual education,9,2,3,8,2,4,1,professor of education,2,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,40,5,20,20,10,5,9,9,8,9,8,6.142857143,7.5,8.071428571,6.5,7,6.214285714,311,6,6,7,8,7,8,6,10,,4,29,Finance/Economics,8,4,1,1,2,6,1,Entrepreneur,7,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,8,50,20,10,10,5,5,50,10,20,5,5,10,20,20,20,10,10,20,9,9,10,9,3,7.392857143,7.928571429,7.916666667,7.142857143,7.5,6.857142857
303--313,9,0.19,1,1,1,1,1,0,1,1,303,7,8,8,8,8,7,8,8,0,1,33,Education,9,2,2,1,4,5,1,Educator,2,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,6,20,25,25,10,15,5,25,15,20,20,15,5,40,10,15,25,5,5,8,10,9,8,6,7.214285714,7.142857143,7.642857143,6.857142857,6.285714286,6.928571429,313,7,7,9,8,9,6,9,6,0,2,27,Business,8,2,2,3,1,4,1,Music Industry,6,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,6,19,13,18,18,10,22,25,10,15,20,15,15,20,15,15,15,25,10,7,8,8,8,6,7,8.214285714,8.25,7.769230769,7.166666667,7.642857143
305--315,10,0.53,0,1,0,,1, ,1,1,305,5,9,9,8,7,8,8,7,0,5,29,math education,9,4,6,9,1,4,1,teaching/education,2,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,4,10,47,16,12,3,12,30,16,14,20,8,12,35,15,8,20,2,20,7,9,8,9,5,6.571428571,7.214285714,7.214285714,5.928571429,6.214285714,5.928571429,315,9,8,8,6,4,5,7,6,0,1,27,Environmental Engineering,5,2,1,4,3,5,3,Academia or UN,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,5,6.67,19.05,42.86,9.52,14.29,7.62,20,15,15,15,20,15,20,15,20,15,20,10,6,10,6,8,7,6.392857143,7.428571429,8.142857143,6.307692308,7.230769231,6.642857143
294--316,3,0.2,0,1,,0, ,2,1,1,294,8,9,9,9,9,8,8,6,0,1,30,Social Studies Education,9,4,1,1,1,6,2,Secondary Education Teacher,2,7,8,4,9,10,10,1,1,7,10,3,10,9,7,8,8,5,6,20,20,35,5,10,10,35,10,25,10,10,10,35,20,10,20,10,5,9,10,7,9,7,7.857142857,7.642857143,8.285714286,7.071428571,6.928571429,7.285714286,316,7,8,9,8,7,6,7,6,0,4,25,Business,8,2,3,3,2,4,1,Investment banking,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,30,10,15,30,10,5,25,10,20,25,15,5,6,8,7,8,9,7.538461538,7.571428571,8,8.142857143,8.428571429,7.357142857
296--316,9,0.24,1,1,3,0,3,2,1,1,296,9,8,8,9,8,8,8,8,0,4,28,Education Policy,9,2,10,10,1,4,2,Education Policy Analyst,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,50,0,0,0,0,0,50,0,10,30,0,10,8,9,6,10,9,5.214285714,7.428571429,7.785714286,5.928571429,7.071428571,6.142857143,316,6,8,8,8,7,5,6,6,0,4,25,Business,8,2,3,3,2,4,1,Investment banking,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,30,10,15,30,10,5,25,10,20,25,15,5,6,8,7,8,9,7.538461538,7.571428571,8,8.142857143,8.428571429,7.357142857
297--316,8,0.19,1,1,0,0,2,2,1,1,297,7,7,7,8,9,7,7,8,0,9,21,Education- Literacy Specialist,9,2,9,8,2,2,1,Literacy Organization head/ Director of Development for non-profit,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,40,10,10,15,10,15,8,10,9,8,9,7.214285714,7.357142857,6.571428571,6.571428571,6,7.071428571,316,7,6,6,7,7,5,6,5,0,4,25,Business,8,2,3,3,2,4,1,Investment banking,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,30,10,15,30,10,5,25,10,20,25,15,5,6,8,7,8,9,7.538461538,7.571428571,8,8.142857143,8.428571429,7.357142857
299--316,1,0.59,0,1,,0, ,2,1,1,299,10,10,10,10,10,8,9,8,0,2,24,Social Work,11,4,1,1,2,6,2,Program development / policy work,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,10,40,10,20,10,10,10,10,30,10,10,30,40,10,10,10,10,20,6,9,9,8,9,5.785714286,7.714285714,7.428571429,6.785714286,6.071428571,6.142857143,316,5,8,7,8,5,5,7,7,0,4,25,Business,8,2,3,3,2,4,1,Investment banking,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,30,10,15,30,10,5,25,10,20,25,15,5,6,8,7,8,9,7.538461538,7.571428571,8,8.142857143,8.428571429,7.357142857
300--316,4,0.52,1,1,,0, ,2,1,1,300,8,9,9,10,7,10,9,9,0,6,35,Anthropology/Education,3,2,1,1,2,6,2,Researcher,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,15,20,20,20,15,10,40,5,10,20,5,20,8,9,9,9,10,5.642857143,6.785714286,7.142857143,5.714285714,5.769230769,5.5,316,6,8,8,7,7,8,6,7,0,4,25,Business,8,2,3,3,2,4,1,Investment banking,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,30,10,15,30,10,5,25,10,20,25,15,5,6,8,7,8,9,7.538461538,7.571428571,8,8.142857143,8.428571429,7.357142857
296--317,13,0.14,1,1,3,0,3,1,1,1,296,8,10,8,9,8,8,8,7,0,4,28,Education Policy,9,2,10,10,1,4,2,Education Policy Analyst,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,50,0,0,0,0,0,50,0,10,30,0,10,8,9,6,10,9,5.214285714,7.428571429,7.785714286,5.928571429,7.071428571,6.142857143,317,5,10,9,9,9,6,7,7,0,5,30,MBA,8,2,1,1,1,4,1,International Development banker,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,40,0,0,0,0,0,20,0,30,30,0,20,7,3,8,8,5,7.928571429,7.714285714,7.916666667,8.615384615,7.615384615,7.714285714
304--317,9,0.61,1,1,0,0,0,1,1,1,304,7,7,8,10,7,8,9,5,0,1,28,Speech Pathology,3,2,1,10,1,7,2,Speech Pathologist,12,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,6,5,20,25,25,15,10,15,10,10,15,25,25,25,15,20,25,5,10,6,10,10,8,8,6.428571429,7.357142857,6.571428571,7.142857143,6,6.5,317,8,6,8,8,8,7,8,6,0,5,30,MBA,8,2,1,1,1,4,1,International Development banker,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,40,0,0,0,0,0,20,0,30,30,0,20,7,3,8,8,5,7.928571429,7.714285714,7.916666667,8.615384615,7.615384615,7.714285714
296--319,2,-0.17,1,1,3,2,3,1,1,1,296,7,9,9,6,5,5,6,8,0,4,28,Education Policy,9,2,10,10,1,4,2,Education Policy Analyst,2,4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,50,0,0,0,0,0,50,0,10,30,0,10,8,9,6,10,9,5.214285714,7.428571429,7.785714286,5.928571429,7.071428571,6.142857143,319,6,9,7,6,6,8,8,7,0,2,26,Curriculum and Teaching/Giftedness,9,2,2,4,6,7,2,I am a teacher.,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,25,5,10,15,15,30,35,5,5,15,30,10,5,10,6,9,3,4.428571429,7.714285714,7.538461538,6.357142857,6.833333333,5.714285714
297--319,1,-0.36,1,1,0,2,2,1,1,1,297,3,10,10,8,9,10,7,10,0,9,21,Education- Literacy Specialist,9,2,9,8,2,2,1,Literacy Organization head/ Director of Development for non-profit,2,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,40,10,10,15,10,15,8,10,9,8,9,7.214285714,7.357142857,6.571428571,6.571428571,6,7.071428571,319,9,9,7,8,9,8,9,9,0,2,26,Curriculum and Teaching/Giftedness,9,2,2,4,6,7,2,I am a teacher.,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,25,5,10,15,15,30,35,5,5,15,30,10,5,10,6,9,3,4.428571429,7.714285714,7.538461538,6.357142857,6.833333333,5.714285714
300--319,11,-0.03,1,1,,2, ,1,1,1,300,8,10,10,10,9,10,9,9,0,6,35,Anthropology/Education,3,2,1,1,2,6,2,Researcher,2,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,9,15,20,25,15,15,10,15,20,20,20,15,10,40,5,10,20,5,20,8,9,9,9,10,5.642857143,6.785714286,7.142857143,5.714285714,5.769230769,5.5,319,6,8,9,8,9,8,7,7,0,2,26,Curriculum and Teaching/Giftedness,9,2,2,4,6,7,2,I am a teacher.,2,8,7,5,7,5,4,8,7,1,5,7,2,2,10,9,2,3,7,20,25,20,10,5,20,25,5,10,15,15,30,35,5,5,15,30,10,5,10,6,9,3,4.428571429,7.714285714,7.538461538,6.357142857,6.833333333,5.714285714
307--312,9,0.43,0,1,0,,0, ,1,1,307,7,8,7.5,8,7,7,8,6,,2,27,Elementary Education,9,4,1,3,5,7,2,Teacher,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,15,20,20,15,20,10,30,10,20,20,10,10,5,8,7,8,8,7.214285714,7.928571429,7.857142857,7.142857143,6.307692308,7.214285714,312,7,8,8,6,7,6,7,7,0,2,23,Museum Anthropology,15,2,3,1,2,4,2,Museum Work (Curation?),6,7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,5,25,5,30,15,5,20,50,0,0,0,0,0,25,20,10,20,15,10,8,7,7,9,9,6.785714286,7.857142857,7.892857143,6.928571429,7.357142857,7
306--315,4,-0.21,0,1,1,,1, ,1,1,306,8,8,8,8,8,6,8,7,0,2,22,TESOL,9,4,6,2,1,6,3,professor in college,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,16,20,19,16,18,11,22,13,18,18,16,13,22,13,18,18,16,13,6,9,8,8,8,6.928571429,7.571428571,6.642857143,6.071428571,5.384615385,6.153846154,315,8,8,9,10,4,2,7,6,0,1,27,Environmental Engineering,5,2,1,4,3,5,3,Academia or UN,2,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,5,6.67,19.05,42.86,9.52,14.29,7.62,20,15,15,15,20,15,20,15,20,15,20,10,6,10,6,8,7,6.392857143,7.428571429,8.142857143,6.307692308,7.230769231,6.642857143
307--316,7,0.33,0,1,0,0,0,2,1,1,307,,7,7,8,7,7,7,5,0,2,27,Elementary Education,9,4,1,3,5,7,2,Teacher,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,15,20,20,15,20,10,30,10,20,20,10,10,5,8,7,8,8,7.214285714,7.928571429,7.857142857,7.142857143,6.307692308,7.214285714,316,7,7,7,6,6,4,6,3,0,4,25,Business,8,2,3,3,2,4,1,Investment banking,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,25,20,15,25,10,5,30,10,15,30,10,5,25,10,20,25,15,5,6,8,7,8,9,7.538461538,7.571428571,8,8.142857143,8.428571429,7.357142857
307--317,11,0.31,0,1,0,0,0,1,1,1,307,7,6,7,8,5,7,7,6,0,2,27,Elementary Education,9,4,1,3,5,7,2,Teacher,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,15,20,20,15,20,10,30,10,20,20,10,10,5,8,7,8,8,7.214285714,7.928571429,7.857142857,7.142857143,6.307692308,7.214285714,317,7,7,7,6,8,9,7,7,0,5,30,MBA,8,2,1,1,1,4,1,International Development banker,7,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,7,50,0,20,20,0,10,40,0,0,0,0,0,20,0,30,30,0,20,7,3,8,8,5,7.928571429,7.714285714,7.916666667,8.615384615,7.615384615,7.714285714
323--332,1,0.33,1,1,0,21,2,1,1,1,323,6,7,8,8,6,6,6,7,0,2,25,Instructional Tech & Media,5,4,1,1,2,4,3,Education,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,8,10,20,20,20,10,20,20,20,10,20,15,15,30,20,10,20,10,10,7,9,6,8,3,7.714285714,7.714285714,7.285714286,6,6.571428571,6.857142857,332,8,10,9,7,8,8,8,7,0,3,30,anthropology,3,4,1,1,3,7,4,medical examiner or researcher,2,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,7,60,10,10,10,5,5,50,10,5,20,5,10,50,5,5,30,5,5,5,10,6,6,10,5.1,8.444444444,8.3,7.1,6.5,6.3
324--332,1,0.04,0,1,,21, ,1,1,1,324,1,10,10,6,5,1,3,5,0,0,23,School Psychology,3,2,8,3,1,4,2,school psychologist,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,5,40,10,15,20,10,5,60,5,5,15,5,10,60,5,5,15,5,10,9,9,9,9,8,6.714285714,7.428571429,6.857142857,7.142857143,6.666666667,6.714285714,332,10,10,9,10,10,10,10,10,0,3,30,anthropology,3,4,1,1,3,7,4,medical examiner or researcher,2,7,2,8,5,10,10,7,3,7,9,5,8,10,5,9,7,1,7,60,10,10,10,5,5,50,10,5,20,5,10,50,5,5,30,5,5,5,10,6,6,10,5.1,8.444444444,8.3,7.1,6.5,6.3
323--333,9,-0.33,0,1,0,0,2,0,1,1,323,8,7,8,7,6,6,7,5,0,2,25,Instructional Tech & Media,5,4,1,1,2,4,3,Education,2,5,7,7,7,8,7,7,6,6,7,8,9,9,8,8,8,6,8,10,20,20,20,10,20,20,20,10,20,15,15,30,20,10,20,10,10,7,9,6,8,3,7.714285714,7.714285714,7.285714286,6,6.571428571,6.857142857,333,8,8,7,7,7,7,8,6,0,2,23,MBA,8,2,5,3,1,3,1,Investment Banking,7,10,5,10,7,3,1,10,5,3,8,2,4,8,2,4,3,6,7,50,5,15,20,10,0,35,15,10,20,5,15,20,15,10,20,20,15,7,4,7,9,9,7.8,7.666666667,7.9,8.1,6.428571429,8.15
330--333,2,0.08,0,1,,0, ,0,1,1,330,8,9,9,8,9,7,8.5,10,0,2,22,MA in Quantitative Methods,5,4,3,3,1,7,3,not sure yet :),10,8,7,7,8,5,5,2,2,9,5,7,2,8,4,9,5,2,7,15,25,15,20,10,15,25,10,10,25,10,20,50,10,5,15,5,15,8,10,9,7,9,7.857142857,6.857142857,7.714285714,7.285714286,7.428571429,6.571428571,333,9,8,7,9,6,7,9,9,0,2,23,MBA,8,2,5,3,1,3,1,Investment Banking,7,10,5,10,7,3,1,10,5,3,8,2,4,8,2,4,3,6,7,50,5,15,20,10,0,35,15,10,20,5,15,20,15,10,20,20,15,7,4,7,9,9,7.8,7.666666667,7.9,8.1,6.428571429,8.15
324--335,3,-0.12,1,1,,, , ,1,1,324,1,7,10,6,10,1,1,6,0,0,23,School Psychology,3,2,8,3,1,4,2,school psychologist,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,5,40,10,15,20,10,5,60,5,5,15,5,10,60,5,5,15,5,10,9,9,9,9,8,6.714285714,7.428571429,6.857142857,7.142857143,6.666666667,6.714285714,335,6,7,7,7,,7,7,5,0,1,24,Psychology,3,2,1,8,1,3,3,research,2,9,1,9,4,7,7,4,1,4,8,6,5,4,3,8,5,7,6,20,10,20,20,15,15,30,5,10,30,15,10,15,20,20,20,15,10,8,7,9,8,8,6.222222222,7.75,8.666666667,6.333333333,8.125,6.111111111
324--336,8,0.33,0,1,,0, ,0,1,1,324,3,7,8,9,6,2,2,8,0,0,23,School Psychology,3,2,8,3,1,4,2,school psychologist,3,8,8,6,10,8,8,9,6,9,7,8,10,8,10,10,7,7,5,40,10,15,20,10,5,60,5,5,15,5,10,60,5,5,15,5,10,9,9,9,9,8,6.714285714,7.428571429,6.857142857,7.142857143,6.666666667,6.714285714,336,7,7,6,8,6,8,7,3,0,0,25,Architecture,17,3,1,5,1,5,2,Architecture and design,17,5,4,4,5,8,10,4,1,1,9,4,6,10,10,10,3,4,4,20,15,30,10,15,10,30,15,20,10,15,10,30,15,20,10,15,10,5,9,7,7,9,6.1,7.777777778,8,7.4,6.5,6.7
322--337,2,0.57,0,1,2,,1, ,1,1,322,8,,10,10,,8,9,5,0,2,34,Anthropology,3,4,2,1,2,2,2,to get Ph.D and be a professor,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,9,2,60,15,8,5,10,30,30,20,5,5,10,40,30,10,10,0,10,5,9,8,7,7,6.428571429,6.714285714,6.714285714,6,5.857142857,5.428571429,337,9,9,9,7,7,6,8,7,0,5,28,Urban Planning,5,2,1,1,1,5,3,Civil Engineer,5,9,9,8,8,8,7,5,4,6,7,5,7,8,7,6,4,4,5,17,17,17,17,16,16,20,16,16,16,16,16,16,17,17,17,17,16,6,6,6,6,6,5.9,8.333333333,8.2,7.2,6.666666667,6.5
325--337,6,0.37,0,1,,, , ,1,1,325,6,8,8,7,7,7,5,5,0,2,30,School Psychology,3,3,2,4,2,6,2,School Psychologist,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,6,10,20,20,10,10,30,30,20,10,20,10,10,30,20,10,20,10,10,7,9,7,8,8,6,8.142857143,7.571428571,8,6.714285714,6.714285714,337,10,9,9,10,8,9,9,6,0,5,28,Urban Planning,5,2,1,1,1,5,3,Civil Engineer,5,9,9,8,8,8,7,5,4,6,7,5,7,8,7,6,4,4,5,17,17,17,17,16,16,20,16,16,16,16,16,16,17,17,17,17,16,6,6,6,6,6,5.9,8.333333333,8.2,7.2,6.666666667,6.5
326--337,4,-0.09,0,1,,, , ,1,1,326,8,10,9,10,9,7,8,8,0,5,36,Instructional Media and Technology,9,1,5,5,2,6,4,Educator,2,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,8,15,15,15,20,20,15,20,10,10,20,20,20,25,15,10,25,10,15,8,9,6,9,8,5.142857143,8.285714286,7.428571429,7.142857143,6.857142857,5.142857143,337,7,10,9,7,7,7,6,6,0,5,28,Urban Planning,5,2,1,1,1,5,3,Civil Engineer,5,9,9,8,8,8,7,5,4,6,7,5,7,8,7,6,4,4,5,17,17,17,17,16,16,20,16,16,16,16,16,16,17,17,17,17,16,6,6,6,6,6,5.9,8.333333333,8.2,7.2,6.666666667,6.5
325--338,7,0.63,0,1,,, , ,1,1,325,5,5,7,5,7,5,4,4,0,2,30,School Psychology,3,3,2,4,2,6,2,School Psychologist,3,5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,6,10,20,20,10,10,30,30,20,10,20,10,10,30,20,10,20,10,10,7,9,7,8,8,6,8.142857143,7.571428571,8,6.714285714,6.714285714,338,5,6,7,7,6,7,6,6,0,4,27,Urban Planning,5,6,1,1,1,4,2,Real Estate Consulting,7,4,2,7,6,8,8,8,6,6,8,4,10,10,7,7,5,10,2,10,20,25,20,20,5,25,5,20,25,10,15,25,10,20,25,10,10,7,9,7,9,10,4.8,7.555555556,8,5.8,7.375,5.2
326--338,5,0.48,0,1,,, , ,1,1,326,7,10,9,8,,6,7,7,0,5,36,Instructional Media and Technology,9,1,5,5,2,6,4,Educator,2,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,8,15,15,15,20,20,15,20,10,10,20,20,20,25,15,10,25,10,15,8,9,6,9,8,5.142857143,8.285714286,7.428571429,7.142857143,6.857142857,5.142857143,338,5,8,8,8,8,8,7,7,0,4,27,Urban Planning,5,6,1,1,1,4,2,Real Estate Consulting,7,4,2,7,6,8,8,8,6,6,8,4,10,10,7,7,5,10,2,10,20,25,20,20,5,25,5,20,25,10,15,25,10,20,25,10,10,7,9,7,9,10,4.8,7.555555556,8,5.8,7.375,5.2
