"","pair_id","order","interest_corr","samerace","match","calls_from_female","calls_from_male","calls_to_female","calls_to_male","female_dec","male_dec","female_id","f_rate_m_attr","f_rate_m_sinc","f_rate_m_intel","f_rate_m_fun","f_rate_m_amb","f_rate_m_shar","f_rate_m_like","f_rate_m_prob","f_rate_m_met_before","f_est_matches","f_age","f_field","f_field_num","f_race","f_imp_race","f_imp_relig","f_goal","f_dat_freq","f_out_freq","f_career","f_career_num","f_like_sports","f_like_tvsports","f_like_exercise","f_like_dining","f_like_museums","f_like_art","f_like_hiking","f_like_gaming","f_like_clubbing","f_like_reading","f_like_tv","f_like_theater","f_like_movies","f_like_concerts","f_like_music","f_like_shopping","f_like_yoga","f_exp_happy","f_pref_attr","f_pref_sinc","f_pref_intel","f_pref_fun","f_pref_amb","f_pref_shar","f_genderpref_attr","f_genderpref_sinc","f_genderpref_intel","f_genderpref_fun","f_genderpref_amb","f_genderpref_shar","f_oppgender_pref_attr","f_oppgender_pref_sinc","f_oppgender_pref_intel","f_oppgender_pref_fun","f_oppgender_pref_amb","f_oppgender_pref_shar","f_rate_self_attr","f_rate_self_sinc","f_rate_self_fun","f_rate_self_intel","f_rate_self_amb","f_avg_attr","f_avg_sinc","f_avg_fun","f_avg_intel","f_avg_amb","f_avg_like","male_id","m_rate_f_attr","m_rate_f_sinc","m_rate_f_intel","m_rate_f_fun","m_rate_f_amb","m_rate_f_shar","m_rate_f_like","m_rate_f_prob","m_rate_f_met_before","m_est_matches","m_age","m_field","m_field_num","m_race","m_imp_race","m_imp_relig","m_goal","m_dat_freq","m_out_freq","m_career","m_career_num","m_like_sports","m_like_tvsports","m_like_exercise","m_like_dining","m_like_museums","m_like_art","m_like_hiking","m_like_gaming","m_like_clubbing","m_like_reading","m_like_tv","m_like_theater","m_like_movies","m_like_concerts","m_like_music","m_like_shopping","m_like_yoga","m_exp_happy","m_pref_attr","m_pref_sinc","m_pref_intel","m_pref_fun","m_pref_amb","m_pref_shar","m_gender_pref_attr","m_gender_pref_sinc","m_gender_pref_intel","m_gender_pref_fun","m_gender_pref_amb","m_gender_pref_shar","m_opp_gender_pref_attr","m_opp_gender_pref_sinc","m_opp_gender_pref_intel","m_opp_gender_pref_fun","m_opp_gender_pref_amb","m_opp_gender_pref_shar","m_rate_self_attr","m_rate_self_sinc","m_rate_self_fun","m_rate_self_intel","m_rate_self_amb","m_avg_attr","m_avg_sinc","m_avg_fun","m_avg_intel","m_avg_amb","m_avg_like","PCAVector1","PCAVector2"
"2616","359--369",16,0.52,1,1,1,5,1,1,1,1,359,7,4,NA,6,6,3,5,4,NA,2,26,"Communications in Education",6,2,1,5,2,6,3,"reorganizing society. no, I am not being flip.",9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,9,17,23,15,14,22,25,13,10,13,25,14,25,7,8,25,10,25,7,10,2,9,8,6.21875,6.8125,7.46875,5.3125,6.625,5.34375,369,10,9,10,8,9,9,9,7,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,0.89064916151063,1.24939523245447
"2617","360--369",3,0.38,0,1,4,5,1,1,1,1,360,6,7,7,7,6,6,6,5,1,3,24,"psychology",3,6,8,4,2,6,2,"Clinical Psychologist",3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,20,30,10,10,10,20,30,10,10,20,10,20,30,10,10,20,10,20,8,10,8,8,8,6.0625,7.875,7.6,5.933333333,6.533333333,5.9375,369,7,10,10,8,5,4,5,5,0,5,25,"Clinical Psychology",3,2,1,8,2,5,3,"clinical psychologist, researcher, professor",3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,17,18,28,27,5,5,65,0,0,0,0,0,50,5,10,20,5,10,6,9,9,10,7,6.357142857,6.857142857,6.846153846,7.857142857,6.75,6.214285714,0.937043286664142,0.593222713890113
"2618","341--370",1,-0.14,0,0,NA,NA,NA,NA,0,0,341,8,8,8,8,8,5,8,2,0,10,23,"Political Science",13,4,3,10,1,6,1,"undecided",10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10,5,20,20,20,20,20,0,50,10,5,20,5,10,50,10,5,20,5,10,6,6,6,6,7,7.0625,7.625,7.4375,7.1875,6.5625,6.9375,370,6,9,7,7,5,3,5,4,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.98196951929532,-0.891308362677528
"2619","342--370",16,-0.07,0,0,NA,NA,NA,NA,1,0,342,8,8,9,8,7,8,8,5,0,6,33,"Ed.D. in higher education policy at TC",9,3,2,1,1,6,3,"University President",2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4,2,40,15,25,5,15,0,55,10,5,15,5,10,70,5,5,15,5,0,10,10,10,10,10,5.9375,6.75,6.75,6.1875,6.4375,6,370,5,5,6,4,3,3,3,2,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.84123123189266,1.05298291331272
"2620","343--370",4,0.06,1,0,0,NA,2,NA,1,0,343,7,7,7,7,8,6,7,6,0,2,32,"Epidemiology",10,2,5,6,3,2,1,"Epidemiologist",4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,5,25,20,10,15,25,15,20,15,15,15,20,30,15,7,20,8,20,4,8,6,10,7,5.25,7.75,7.8125,5.8125,7.25,5.5625,370,3,6,7,2,6,1,3,4,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.81409030540059,1.2225902109748
"2621","344--370",5,0.22,0,0,NA,NA,NA,NA,1,0,344,9,8,8,7,9,9,8,7,0,9,26,"International Security Policy - SIPA",13,3,1,3,3,4,3,"Security Policy - Homeland Defense",9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,15,15,15,20,20,15,20,10,20,20,10,20,30,10,10,20,10,20,7,7,8,8,9,6.888888889,7.277777778,7.555555556,7.166666667,7.444444444,6.694444444,370,6,6,8,5,7,6,5,4,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.9685320641082,-0.887416703769206
"2622","345--370",11,0.19,1,0,0,NA,1,NA,1,0,345,10,9,10,8,8,5,10,8,0,2,24,"Nutrition",10,2,7,6,2,7,4,"Nutritionist",4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,10,20,27,23,15,5,50,0,0,0,0,0,35,10,10,25,10,10,7,9,7,9,7,6,7.625,7.5625,7,6.625,6.25,370,5,10,10,8,10,7,6,5,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.89874520381728,0.139750835386227
"2623","347--370",9,0.02,0,0,NA,NA,NA,NA,1,0,347,8,8,8,7,7,8,7,2,0,2,26,"EDUCATION",9,1,1,1,5,6,1,"GOVERNOR",13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,30,5,10,20,30,5,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,3.2,6.466666667,5.866666667,4.2,4.6,3.8,370,2,10,6,6,7,2,4,1,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.53539045813424,5.51218031759071
"2624","348--370",10,0.13,0,0,NA,NA,NA,NA,1,0,348,9,9,10,9,10,6,6,5,0,3,21,"EDUCATION",9,4,3,3,2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,4.705882353,7.470588235,7.176470588,6.588235294,6.294117647,5.852941176,370,4,7,5,5,5,3,4,3,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.79534449448491,1.53465344856598
"2625","349--370",3,0.24,1,0,0,NA,3,NA,1,0,349,8,6,7,6,6,6,8,8,0,5,33,"Organizational Psychology",3,2,1,7,1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,25,20,10,20,20,5,15,20,20,10,25,10,45.45454545,4.545454545,18.18181818,27.27272727,4.545454545,0,7,8,8,9,7,8.176470588,8.117647059,7.529411765,7.705882353,7.352941176,7.382352941,370,5,6,6,6,5,2,2,4,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,3.08850675284692,-2.38128722326039
"2626","350--370",17,-0.09,1,0,NA,NA,NA,NA,1,0,350,8,8,8,8,8,7,7,6,0,2,31,"Applied Physiology & Nutrition",10,2,9,5,2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7.666666667,7.777777778,7.611111111,7.277777778,7.111111111,7.083333333,370,8,7,7,7,9,6,8,7,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,3.03170888677183,-1.60768493575958
"2627","351--370",7,0.15,0,0,NA,NA,NA,NA,1,0,351,9,8,8,7,7,9,7,8,0,NA,35,"music education",9,4,1,3,2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,6.882352941,7.411764706,7.058823529,5.529411765,6.117647059,5.882352941,370,3,7,7,1,6,1,2,3,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.88071114533819,0.739151096821966
"2628","352--370",8,0.16,0,0,NA,NA,NA,NA,1,0,352,9,7,8,8,7,8,9,7,0,5,29,"Music Education",9,6,6,6,2,4,3,"Artist",6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,5.888888889,7.944444444,7,5.277777778,5.5,5.277777778,370,3,8,7,1,5,1,3,2,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.80253801021279,1.86746463395171
"2629","353--370",9,-0.27,0,0,NA,NA,NA,NA,1,0,353,6,7,7,7,7,NA,6,5,0,5,25,"music education",9,4,7,7,1,2,1,"teacher",2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,15,10,25,25,10,15,15,10,25,25,10,15,16.36363636,16.36363636,17.27272727,17.27272727,16.36363636,16.36363636,6,6,6,6,6,4.9375,7.8125,6.75,4.8125,5.3125,4.4375,370,5,9,5,5,6,2,2,2,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.70468904965945,3.2066597849697
"2630","354--370",13,0.31,1,0,1,NA,4,NA,1,0,354,7,9,9,9,9,8,8,NA,NA,12,22,"Clinical Psychology",3,2,9,8,1,6,1,"Clinical Psychology",3,10,10,10,10,8,8,1,1,1,8,10,10,10,10,10,10,6,7,20,10,20,20,20,10,25,5,20,15,17,18,36.36363636,4.545454545,9.090909091,22.72727273,13.63636364,13.63636364,7,7,10,8,8,6.833333333,7.166666667,7,7.833333333,7.166666667,6.983333333,370,6,8,6,8,6,8,6,6,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.98389854480402,-1.07948721983191
"2631","355--370",14,0.25,1,0,NA,NA,NA,NA,0,1,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,"Clinical Psychology",3,2,10,2,1,4,3,"Clinical Psychologist",3,9,1,7,8,7,7,7,1,9,9,2,9,9,9,9,9,2,7,50,20,10,5,10,5,50,20,10,5,10,5,60,10,5,20,5,0,6,10,8,8,8,7.235294118,7.411764706,6.764705882,7.058823529,6.705882353,6.705882353,370,8,8,8,8,7,7,8,8,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.97259387818108,-0.695503582472702
"2632","356--370",18,0.46,1,0,NA,NA,NA,NA,0,0,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27,"Counseling Psychology",3,2,2,4,1,7,2,"Psychologist",3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6,4,15,25,20,20,0,20,30,10,15,15,30,0,50,0,20,25,0,5,7,10,8,9,6,7.988888889,7.666666667,7.888888889,5.555555556,6.888888889,6.888888889,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.99337146887138,-0.889850950099231
"2633","357--370",2,0.21,0,0,0,NA,2,NA,0,1,357,6,8,8,8,8,NA,6,6,0,1,27,"education",9,4,10,10,1,4,2,"education",2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1,1,15,20,20,20,20,5,15,20,15,20,10,20,60,0,5,20,0,15,6,10,7,7,6,7.588235294,7.941176471,7.941176471,6.941176471,6.882352941,7.117647059,370,9,7,7,6,6,5,8,7,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,3.02238911639904,-1.44738143923042
"2634","358--370",12,0.14,0,0,NA,NA,NA,NA,0,0,358,7,7,8,7,7,6,7,6,0,2,26,"MBA",8,4,1,1,1,5,3,"Marketing or Strategy and Business Development",7,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,5,20,10,25,25,10,10,30,5,25,10,25,5,40,5,10,10,5,30,8,7,8,8,7,7.411764706,7.588235294,8.411764706,6.588235294,8.529411765,6.764705882,370,7,9,10,8,10,9,7,5,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,3.00704477684691,-1.53828831704081
"2635","359--370",10,-0.23,1,0,1,NA,1,NA,1,0,359,7,8,NA,7,5,4,5,4,0,2,26,"Communications in Education",6,2,1,5,2,6,3,"reorganizing society. no, I am not being flip.",9,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,2,9,17,23,15,14,22,25,13,10,13,25,14,25,7,8,25,10,25,7,10,2,9,8,6.21875,6.8125,7.46875,5.3125,6.625,5.34375,370,6,3,5,4,4,1,1,1,0,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.81982455728204,1.37553646432685
"2636","360--370",15,0.04,0,0,4,NA,1,NA,0,0,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24,"psychology",3,6,8,4,2,6,2,"Clinical Psychologist",3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,20,30,10,10,10,20,30,10,10,20,10,20,30,10,10,20,10,20,8,10,8,8,8,6.0625,7.875,7.6,5.933333333,6.533333333,5.9375,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,28,"MBA",8,2,7,4,3,4,1,"Consulting",7,7,8,7,7,6,6,3,1,6,7,2,2,2,5,9,4,1,7,50,10,10,10,10,10,50,10,10,10,10,10,30,10,20,10,20,10,8,6,9,9,9,7.875,7.8125,8.2,7.5625,7.5625,7.3125,2.86621868243556,0.719363945762497
"2637","341--371",4,-0.23,0,1,NA,NA,NA,NA,1,1,341,6,5,6,5,6,5,5,3,0,10,23,"Political Science",13,4,3,10,1,6,1,"undecided",10,1,2,1,10,9,9,8,1,6,10,10,10,10,10,10,9,10,5,20,20,20,20,20,0,50,10,5,20,5,10,50,10,5,20,5,10,6,6,6,6,7,7.0625,7.625,7.4375,7.1875,6.5625,6.9375,371,8,7,7,7,4,5,8,10,0,7,27,"MBA",8,2,3,1,5,7,1,"Intl Development",9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,30,10,20,20,20,0,15,15,15,15,20,20,10,8,10,10,10,7.315789474,7.263157895,7.222222222,6.882352941,7,6.421052632,1.4063807927525,-0.981012821111481
"2638","342--371",1,-0.52,0,0,NA,NA,NA,NA,1,0,342,7,7,NA,7,8,NA,7,6,0,6,33,"Ed.D. in higher education policy at TC",9,3,2,1,1,6,3,"University President",2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4,2,40,15,25,5,15,0,55,10,5,15,5,10,70,5,5,15,5,0,10,10,10,10,10,5.9375,6.75,6.75,6.1875,6.4375,6,371,6,10,9,5,5,5,6,10,0,7,27,"MBA",8,2,3,1,5,7,1,"Intl Development",9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,30,10,20,20,20,0,15,15,15,15,20,20,10,8,10,10,10,7.315789474,7.263157895,7.222222222,6.882352941,7,6.421052632,1.26564250534984,0.963278454878762
"2639","343--371",7,-0.07,1,0,0,NA,2,NA,0,0,343,6,6,6,NA,NA,7,5,4,0,2,32,"Epidemiology",10,2,5,6,3,2,1,"Epidemiologist",4,6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,5,25,20,10,15,25,15,20,15,15,15,20,30,15,7,20,8,20,4,8,6,10,7,5.25,7.75,7.8125,5.8125,7.25,5.5625,371,2,10,7,3,7,8,6,10,0,7,27,"MBA",8,2,3,1,5,7,1,"Intl Development",9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,30,10,20,20,20,0,15,15,15,15,20,20,10,8,10,10,10,7.315789474,7.263157895,7.222222222,6.882352941,7,6.421052632,1.23850157885777,1.13288575254084
"2640","344--371",8,0.33,0,0,NA,NA,NA,NA,1,0,344,9,8,8,8,8,8,8,7,0,9,26,"International Security Policy - SIPA",13,3,1,3,3,4,3,"Security Policy - Homeland Defense",9,9,7,5,6,7,6,4,3,9,4,4,9,9,9,9,9,5,5,15,15,15,20,20,15,20,10,20,20,10,20,30,10,10,20,10,20,7,7,8,8,9,6.888888889,7.277777778,7.555555556,7.166666667,7.444444444,6.694444444,371,4,8,7,3,7,5,5,10,0,7,27,"MBA",8,2,3,1,5,7,1,"Intl Development",9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,30,10,20,20,20,0,15,15,15,15,20,20,10,8,10,10,10,7.315789474,7.263157895,7.222222222,6.882352941,7,6.421052632,1.39294333756538,-0.977121162203159
"2641","345--371",14,0.23,1,0,0,NA,1,NA,0,0,345,8,10,8,7,7,6,6,7,0,2,24,"Nutrition",10,2,7,6,2,7,4,"Nutritionist",4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,10,20,27,23,15,5,50,0,0,0,0,0,35,10,10,25,10,10,7,9,7,9,7,6,7.625,7.5625,7,6.625,6.25,371,4,8,7,4,5,5,5,10,0,7,27,"MBA",8,2,3,1,5,7,1,"Intl Development",9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,30,10,20,20,20,0,15,15,15,15,20,20,10,8,10,10,10,7.315789474,7.263157895,7.222222222,6.882352941,7,6.421052632,1.32315647727445,0.0500463769522738
"2642","347--371",12,-0.31,0,0,NA,NA,NA,NA,1,0,347,8,10,9,9,8,5,8,NA,0,2,26,"EDUCATION",9,1,1,1,5,6,1,"GOVERNOR",13,1,1,2,10,3,3,1,1,8,2,5,3,8,1,7,10,1,5,30,5,10,20,30,5,30,5,10,20,30,5,30,5,10,20,30,5,8,6,10,10,10,3.2,6.466666667,5.866666667,4.2,4.6,3.8,371,2,8,8,6,6,5,4,10,0,7,27,"MBA",8,2,3,1,5,7,1,"Intl Development",9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,30,10,20,20,20,0,15,15,15,15,20,20,10,8,10,10,10,7.315789474,7.263157895,7.222222222,6.882352941,7,6.421052632,0.959801731591414,5.42247585915676
"2643","348--371",13,-0.38,0,0,NA,NA,NA,NA,1,0,348,10,9,9,8,8,5,5,3,0,3,21,"EDUCATION",9,4,3,3,2,6,1,"EDUCATION ADMINISTRATION",2,3,5,1,10,10,10,2,1,9,10,7,10,7,7,7,10,5,5,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,4.705882353,7.470588235,7.176470588,6.588235294,6.294117647,5.852941176,371,3,8,7,6,7,5,6,9,0,7,27,"MBA",8,2,3,1,5,7,1,"Intl Development",9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,30,10,20,20,20,0,15,15,15,15,20,20,10,8,10,10,10,7.315789474,7.263157895,7.222222222,6.882352941,7,6.421052632,1.21975576794209,1.44494899013202
"2644","349--371",6,0.01,1,1,0,NA,3,NA,1,1,349,7,8,7,8,7,NA,7,8,0,5,33,"Organizational Psychology",3,2,1,7,1,4,2,"Director of Training and Development",7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,25,20,10,20,20,5,15,20,20,10,25,10,45.45454545,4.545454545,18.18181818,27.27272727,4.545454545,0,7,8,8,9,7,8.176470588,8.117647059,7.529411765,7.705882353,7.352941176,7.382352941,371,8,8,7,7,7,5,7,10,0,7,27,"MBA",8,2,3,1,5,7,1,"Intl Development",9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,30,10,20,20,20,0,15,15,15,15,20,20,10,8,10,10,10,7.315789474,7.263157895,7.222222222,6.882352941,7,6.421052632,1.5129180263041,-2.47099168169435
"2645","350--371",2,0.22,1,0,NA,NA,NA,NA,0,1,350,8,7,7,7,5,5,5,4,0,2,31,"Applied Physiology & Nutrition",10,2,9,5,2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7.666666667,7.777777778,7.611111111,7.277777778,7.111111111,7.083333333,371,7,8,7,6,5,5,7,10,0,7,27,"MBA",8,2,3,1,5,7,1,"Intl Development",9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,30,10,20,20,20,0,15,15,15,15,20,20,10,8,10,10,10,7.315789474,7.263157895,7.222222222,6.882352941,7,6.421052632,1.45612016022901,-1.69738939419353
"2646","351--371",10,0.05,0,0,NA,NA,NA,NA,0,0,351,3,3,3,2,3,0,3,3,0,NA,35,"music education",9,4,1,3,2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,6.882352941,7.411764706,7.058823529,5.529411765,6.117647059,5.882352941,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,"MBA",8,2,3,1,5,7,1,"Intl Development",9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,30,10,20,20,20,0,15,15,15,15,20,20,10,8,10,10,10,7.315789474,7.263157895,7.222222222,6.882352941,7,6.421052632,1.30512241879537,0.649446638388013
"2647","352--371",11,0.27,0,0,NA,NA,NA,NA,1,0,352,8,6,8,7,8,7,8,6,0,5,29,"Music Education",9,6,6,6,2,4,3,"Artist",6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,5.888888889,7.944444444,7,5.277777778,5.5,5.277777778,371,6,8,8,3,3,2,6,10,0,7,27,"MBA",8,2,3,1,5,7,1,"Intl Development",9,10,7,7,3,3,3,3,3,3,4,5,3,6,10,10,1,7,6,40,0,10,50,0,0,30,10,20,20,20,0,15,15,15,15,20,20,10,8,10,10,10,7.315789474,7.263157895,7.222222222,6.882352941,7,6.421052632,1.22694928366997,1.77776017551776
